506,23
ID,TOWN,TOWNNO,TRACT,LON,LAT,x,y,MEDV,CMEDV,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
307,Milton                 ,58,4163,-71.0450,42.1590,331.050,4669.240,33.4,33.4,0.07503,33.00,2.18,0,0.472,7.420,71.90,3.0992,7,222,18.4,396.90,6.47
308,Milton                 ,58,4164,-71.0280,42.1565,332.450,4668.930,28.2,28.2,0.04932,33.00,2.18,0,0.472,6.849,70.30,3.1827,7,222,18.4,396.90,7.53
309,Quincy                 ,59,4171,-71.0138,42.1555,333.620,4668.790,22.8,22.8,0.49298,0.00,9.90,0,0.544,6.635,82.50,3.3175,4,304,18.4,396.90,4.54
310,Quincy                 ,59,4172,-71.0201,42.1600,333.110,4669.300,20.3,20.3,0.34940,0.00,9.90,0,0.544,5.972,76.70,3.1025,4,304,18.4,396.24,9.97
311,Quincy                 ,59,4173,-71.0160,42.1760,333.490,4671.070,16.1,16.1,2.63548,0.00,9.90,0,0.544,4.973,37.80,2.5194,4,304,18.4,350.45,12.64
312,Quincy                 ,59,4174,-71.0075,42.1780,334.200,4671.280,22.1,22.1,0.79041,0.00,9.90,0,0.544,6.122,52.80,2.6403,4,304,18.4,396.90,5.98
313,Quincy                 ,59,4175,-71.0150,42.1670,333.550,4670.070,19.4,19.4,0.26169,0.00,9.90,0,0.544,6.023,90.40,2.8340,4,304,18.4,396.30,11.72
314,Quincy                 ,59,4176,-71.0075,42.1613,334.160,4669.420,21.6,21.6,0.26938,0.00,9.90,0,0.544,6.266,82.80,3.2628,4,304,18.4,393.39,7.90
315,Quincy                 ,59,4177,-71.0000,42.1530,334.750,4668.490,23.8,23.8,0.36920,0.00,9.90,0,0.544,6.567,87.30,3.6023,4,304,18.4,395.69,9.28
316,Quincy                 ,59,4178,-70.9795,42.1580,336.460,4669.000,16.2,16.2,0.25356,0.00,9.90,0,0.544,5.705,77.70,3.9450,4,304,18.4,396.42,11.50
317,Quincy                 ,59,4179,-70.9880,42.1485,335.730,4667.960,17.8,17.8,0.31827,0.00,9.90,0,0.544,5.914,83.20,3.9986,4,304,18.4,390.70,18.33
318,Quincy                 ,59,4180,-71.0040,42.1425,334.400,4667.330,19.8,19.8,0.24522,0.00,9.90,0,0.544,5.782,71.70,4.0317,4,304,18.4,396.90,15.94
319,Quincy                 ,59,4181,-71.0100,42.1500,333.920,4668.170,23.1,23.1,0.40202,0.00,9.90,0,0.544,6.382,67.20,3.5325,4,304,18.4,395.21,10.36
320,Quincy                 ,59,4182,-71.0200,42.1510,333.100,4668.300,21.0,21.0,0.47547,0.00,9.90,0,0.544,6.113,58.80,4.0019,4,304,18.4,396.23,12.73
321,Braintree              ,60,4191,-71.0085,42.1290,333.990,4665.840,23.8,23.8,0.16760,0.00,7.38,0,0.493,6.426,52.30,4.5404,5,287,19.6,396.90,7.20
322,Braintree              ,60,4192,-70.9975,42.1340,334.910,4666.370,23.1,23.1,0.18159,0.00,7.38,0,0.493,6.376,54.30,4.5404,5,287,19.6,396.90,6.87
323,Braintree              ,60,4193,-70.9900,42.1367,335.540,4666.660,20.4,20.4,0.35114,0.00,7.38,0,0.493,6.041,49.90,4.7211,5,287,19.6,396.90,7.70
324,Braintree              ,60,4194,-70.9834,42.1375,336.090,4666.730,18.5,18.5,0.28392,0.00,7.38,0,0.493,5.708,74.30,4.7211,5,287,19.6,391.13,11.74
325,Braintree              ,60,4195,-70.9895,42.1265,335.550,4665.520,25.0,25.0,0.34109,0.00,7.38,0,0.493,6.415,40.10,4.7211,5,287,19.6,396.90,6.12
326,Braintree              ,60,4196,-71.0000,42.1066,334.630,4663.330,24.6,24.6,0.19186,0.00,7.38,0,0.493,6.431,14.70,5.4159,5,287,19.6,393.68,5.08
327,Braintree              ,60,4197,-70.9995,42.1175,334.700,4664.540,23.0,23.0,0.30347,0.00,7.38,0,0.493,6.312,28.90,5.4159,5,287,19.6,396.90,6.15
328,Braintree              ,60,4198,-71.0100,42.1215,333.850,4665.010,22.2,22.2,0.24103,0.00,7.38,0,0.493,6.083,43.70,5.4159,5,287,19.6,396.90,12.79
329,Randolph               ,61,4201,-71.0275,42.1130,332.380,4664.100,19.3,19.3,0.06617,0.00,3.24,0,0.460,5.868,25.80,5.2146,4,430,16.9,382.44,9.97
330,Randolph               ,61,4202,-71.0415,42.1150,331.220,4664.350,22.6,22.6,0.06724,0.00,3.24,0,0.460,6.333,17.20,5.2146,4,430,16.9,375.21,7.34
331,Randolph               ,61,4203,-71.0250,42.0980,332.540,4662.430,19.8,19.8,0.04544,0.00,3.24,0,0.460,6.144,32.20,5.8736,4,430,16.9,368.57,9.09
332,Holbrook               ,62,4211,-71.0115,42.0865,333.630,4661.120,17.1,17.1,0.05023,35.00,6.06,0,0.438,5.706,28.40,6.6407,1,304,16.9,394.02,12.43
333,Holbrook               ,62,4212,-70.9960,42.0895,334.920,4661.430,19.4,19.4,0.03466,35.00,6.06,0,0.438,6.031,23.30,6.6407,1,304,16.9,362.25,7.83
334,Weymouth               ,63,4221,-70.9795,42.0995,336.310,4662.510,22.2,22.2,0.05083,0.00,5.19,0,0.515,6.316,38.10,6.4584,5,224,20.2,389.71,5.68
335,Weymouth               ,63,4222,-70.9650,42.1010,337.510,4662.640,20.7,20.7,0.03738,0.00,5.19,0,0.515,6.310,38.50,6.4584,5,224,20.2,389.40,6.75
336,Weymouth               ,63,4223,-70.9700,42.1150,337.140,4664.210,21.1,21.1,0.03961,0.00,5.19,0,0.515,6.037,34.50,5.9853,5,224,20.2,396.90,8.01
337,Weymouth               ,63,4224,-70.9760,42.1280,336.670,4665.660,19.5,19.5,0.03427,0.00,5.19,0,0.515,5.869,46.30,5.2311,5,224,20.2,396.90,9.80
338,Weymouth               ,63,4225,-70.9602,42.1270,337.980,4665.520,18.5,18.5,0.03041,0.00,5.19,0,0.515,5.895,59.60,5.6150,5,224,20.2,394.81,10.56
339,Weymouth               ,63,4226,-70.9633,42.1374,337.750,4666.680,20.6,20.6,0.03306,0.00,5.19,0,0.515,6.059,37.30,4.8122,5,224,20.2,396.14,8.51
340,Weymouth               ,63,4227,-70.9675,42.1440,337.420,4667.420,19.0,19.0,0.05497,0.00,5.19,0,0.515,5.985,45.40,4.8122,5,224,20.2,396.90,9.74
341,Weymouth               ,63,4228,-70.9650,42.1503,337.640,4668.120,18.7,18.7,0.06151,0.00,5.19,0,0.515,5.968,58.50,4.8122,5,224,20.2,396.90,9.29
342,Cohasset               ,64,4231,-70.8875,42.1465,344.030,4667.550,32.7,32.7,0.01301,35.00,1.52,0,0.442,7.241,49.30,7.0379,1,284,15.5,394.74,5.49
343,Hull                   ,65,5001,-70.9150,42.1600,341.790,4669.100,16.5,16.5,0.02498,0.00,1.89,0,0.518,6.540,59.70,6.2669,1,422,15.9,389.96,8.65
344,Hingham                ,66,5011,-70.9370,42.1475,339.950,4667.760,23.9,23.9,0.02543,55.00,3.78,0,0.484,6.696,56.40,5.7321,5,370,17.6,396.90,7.18
345,Hingham                ,66,5012,-70.9325,42.1230,340.260,4665.030,31.2,31.2,0.03049,55.00,3.78,0,0.484,6.874,28.10,6.4654,5,370,17.6,387.97,4.61
346,Rockland               ,67,5021,-70.9470,42.0725,338.930,4659.450,17.5,17.5,0.03113,0.00,4.39,0,0.442,6.014,48.50,8.0136,3,352,18.8,385.64,10.53
347,Rockland               ,67,5022,-70.9501,42.0825,338.700,4660.560,17.2,17.2,0.06162,0.00,4.39,0,0.442,5.898,52.30,8.0136,3,352,18.8,364.61,12.67
348,Hanover                ,68,5031,-70.9275,42.0795,340.560,4660.190,23.1,23.1,0.01870,85.00,4.15,0,0.429,6.516,27.70,8.5353,4,351,17.9,392.43,6.36
349,Norwell                ,69,5041,-70.9200,42.1016,341.240,4662.630,24.5,24.5,0.01501,80.00,2.01,0,0.435,6.635,29.70,8.3440,4,280,17.0,390.94,5.99
350,Scituate               ,70,5051,-70.8550,42.1300,346.680,4665.660,26.6,26.6,0.02899,40.00,1.25,0,0.429,6.939,34.50,8.7921,1,335,19.7,389.85,5.89
351,Scituate               ,70,5052,-70.8330,42.1150,348.460,4663.960,22.9,22.9,0.06211,40.00,1.25,0,0.429,6.490,44.40,8.7921,1,335,19.7,396.90,5.98
352,Marshfield             ,71,5061,-70.8300,42.0775,348.620,4659.790,24.1,24.1,0.07950,60.00,1.69,0,0.411,6.579,35.90,10.7103,4,411,18.3,370.78,5.49
353,Marshfield             ,71,5062,-70.8100,42.0590,350.230,4657.700,18.6,18.6,0.07244,60.00,1.69,0,0.411,5.884,18.50,10.7103,4,411,18.3,392.33,7.79
354,Duxbury                ,72,5071,-70.8300,42.0485,348.550,4656.570,30.1,30.1,0.01709,90.00,2.02,0,0.410,6.728,36.10,12.1265,5,187,17.0,384.46,4.50
355,Pembroke               ,73,5081,-70.8530,42.0520,346.660,4657.000,18.2,18.2,0.04301,80.00,1.91,0,0.413,5.663,21.90,10.5857,4,334,22.0,382.80,8.05
356,Pembroke               ,73,5082,-70.8525,42.0300,346.650,4654.550,20.6,20.6,0.10659,80.00,1.91,0,0.413,5.936,19.50,10.5857,4,334,22.0,376.04,5.57
357,Boston Allston-Brighton,74,1,-71.0830,42.2172,328.070,4675.780,17.8,17.8,8.98296,0.00,18.10,1,0.770,6.212,97.40,2.1222,24,666,20.2,377.73,17.60
358,Boston Allston-Brighton,74,2,-71.0950,42.2120,327.070,4675.230,21.7,21.7,3.84970,0.00,18.10,1,0.770,6.395,91.00,2.5052,24,666,20.2,391.34,13.27
359,Boston Allston-Brighton,74,3,-71.1007,42.2100,326.590,4675.020,22.7,22.7,5.20177,0.00,18.10,1,0.770,6.127,83.40,2.7227,24,666,20.2,395.43,11.48
360,Boston Allston-Brighton,74,4,-71.0930,42.2070,327.220,4674.670,22.6,22.6,4.26131,0.00,18.10,0,0.770,6.112,81.30,2.5091,24,666,20.2,390.74,12.67
361,Boston Allston-Brighton,74,5,-71.0905,42.2033,327.410,4674.250,25.0,25.0,4.54192,0.00,18.10,0,0.770,6.398,88.00,2.5182,24,666,20.2,374.56,7.79
362,Boston Allston-Brighton,74,6,-71.0865,42.2100,327.760,4674.990,19.9,19.9,3.83684,0.00,18.10,0,0.770,6.251,91.10,2.2955,24,666,20.2,350.65,14.19
363,Boston Allston-Brighton,74,7,-71.0810,42.2080,328.210,4674.750,20.8,20.8,3.67822,0.00,18.10,0,0.770,5.362,96.20,2.1036,24,666,20.2,380.79,10.19
364,Boston Allston-Brighton,74,8,-71.0865,42.2150,327.780,4675.540,16.8,16.8,4.22239,0.00,18.10,1,0.770,5.803,89.00,1.9047,24,666,20.2,353.04,14.64
365,Boston Back Bay        ,75,101,-71.0590,42.2098,330.030,4674.910,21.9,21.9,3.47428,0.00,18.10,1,0.718,8.780,82.90,1.9047,24,666,20.2,354.55,5.29
366,Boston Back Bay        ,75,102,-71.0595,42.2075,329.980,4674.650,27.5,27.5,4.55587,0.00,18.10,0,0.718,3.561,87.90,1.6132,24,666,20.2,354.70,7.12
367,Boston Back Bay        ,75,104,-71.0540,42.2052,330.430,4674.390,21.9,21.9,3.69695,0.00,18.10,0,0.718,4.963,91.40,1.7523,24,666,20.2,316.03,14.00
368,Boston Back Bay        ,75,105,-71.0508,42.2070,330.700,4674.580,23.1,23.1,13.52220,0.00,18.10,0,0.631,3.863,100.00,1.5106,24,666,20.2,131.42,13.33
369,Boston Back Bay        ,75,107,-71.0480,42.2105,330.940,4674.960,50.0,50.0,4.89822,0.00,18.10,0,0.631,4.970,100.00,1.3325,24,666,20.2,375.52,3.26
370,Boston Back Bay        ,75,108,-71.0497,42.2125,330.810,4675.190,50.0,50.0,5.66998,0.00,18.10,1,0.631,6.683,96.80,1.3567,24,666,20.2,375.33,3.73
371,Boston Beacon Hill     ,76,201,-71.0422,42.2144,331.430,4675.390,50.0,50.0,6.53876,0.00,18.10,1,0.631,7.016,97.50,1.2024,24,666,20.2,392.05,2.96
372,Boston Beacon Hill     ,76,202,-71.0417,42.2160,331.480,4675.560,50.0,50.0,9.23230,0.00,18.10,0,0.631,6.216,100.00,1.1691,24,666,20.2,366.15,9.53
373,Boston Beacon Hill     ,76,203,-71.0397,42.2182,331.650,4675.800,50.0,50.0,8.26725,0.00,18.10,1,0.668,5.875,89.60,1.1296,24,666,20.2,347.88,8.88
374,Boston North End       ,77,301,-71.0339,42.2207,332.130,4676.070,13.8,13.8,11.10810,0.00,18.10,0,0.668,4.906,100.00,1.1742,24,666,20.2,396.90,34.77
375,Boston North End       ,77,302,-71.0346,42.2187,332.070,4675.850,13.8,13.8,18.49820,0.00,18.10,0,0.668,4.138,100.00,1.1370,24,666,20.2,396.90,37.97
376,Boston Charlestown     ,78,401,-71.0367,42.2240,331.910,4676.440,15.0,15.0,19.60910,0.00,18.10,0,0.671,7.313,97.90,1.3163,24,666,20.2,396.90,13.44
377,Boston Charlestown     ,78,402,-71.0340,42.2260,332.140,4676.660,13.9,13.9,15.28800,0.00,18.10,0,0.671,6.649,93.30,1.3449,24,666,20.2,363.02,23.24
378,Boston Charlestown     ,78,403,-71.0380,42.2265,331.810,4676.720,13.3,13.3,9.82349,0.00,18.10,0,0.671,6.794,98.80,1.3580,24,666,20.2,396.90,21.24
379,Boston Charlestown     ,78,404,-71.0400,42.2248,331.640,4676.540,13.1,13.1,23.64820,0.00,18.10,0,0.671,6.380,96.20,1.3861,24,666,20.2,396.90,23.69
380,Boston Charlestown     ,78,405,-71.0400,42.2275,331.650,4676.840,10.2,10.2,17.86670,0.00,18.10,0,0.671,6.223,100.00,1.3861,24,666,20.2,393.74,21.78
381,Boston Charlestown     ,78,406,-71.0460,42.2300,331.160,4677.130,10.4,10.4,88.97620,0.00,18.10,0,0.671,6.968,91.90,1.4165,24,666,20.2,396.90,17.21
382,Boston East Boston     ,79,407,-71.0410,42.2290,331.570,4677.010,10.9,10.9,15.87440,0.00,18.10,0,0.671,6.545,99.10,1.5192,24,666,20.2,396.90,21.08
383,Boston East Boston     ,79,501,-71.0230,42.2287,333.050,4676.940,11.3,11.3,9.18702,0.00,18.10,0,0.700,5.536,100.00,1.5804,24,666,20.2,396.90,23.60
384,Boston East Boston     ,79,502,-71.0215,42.2270,333.170,4676.740,12.3,12.3,7.99248,0.00,18.10,0,0.700,5.520,100.00,1.5331,24,666,20.2,396.90,24.56
385,Boston East Boston     ,79,503,-71.0245,42.2235,332.920,4676.360,8.8,8.8,20.08490,0.00,18.10,0,0.700,4.368,91.20,1.4395,24,666,20.2,285.83,30.63
386,Boston East Boston     ,79,504,-71.0235,42.2213,332.990,4676.120,7.2,7.2,16.81180,0.00,18.10,0,0.700,5.277,98.10,1.4261,24,666,20.2,396.90,30.81
387,Boston East Boston     ,79,506,-71.0228,42.2231,333.050,4676.310,10.5,10.5,24.39380,0.00,18.10,0,0.700,4.652,100.00,1.4672,24,666,20.2,396.90,28.28
388,Boston East Boston     ,79,507,-71.0215,42.2248,333.170,4676.500,7.4,7.4,22.59710,0.00,18.10,0,0.700,5.000,89.50,1.5184,24,666,20.2,396.90,31.99
389,Boston East Boston     ,79,508,-71.0195,42.2255,333.330,4676.570,10.2,10.2,14.33370,0.00,18.10,0,0.700,4.880,100.00,1.5895,24,666,20.2,372.92,30.62
390,Boston East Boston     ,79,509,-71.0168,42.2281,333.560,4676.860,11.5,11.5,8.15174,0.00,18.10,0,0.700,5.390,98.90,1.7281,24,666,20.2,396.90,20.85
391,Boston East Boston     ,79,510,-71.0109,42.2300,334.060,4677.060,15.1,15.1,6.96215,0.00,18.10,0,0.700,5.713,97.00,1.9265,24,666,20.2,394.43,17.11
392,Boston East Boston     ,79,511,-71.0035,42.2330,334.670,4677.380,23.2,23.2,5.29305,0.00,18.10,0,0.700,6.051,82.50,2.1678,24,666,20.2,378.38,18.76
393,Boston East Boston     ,79,512,-71.0200,42.2205,333.280,4676.020,9.7,9.7,11.57790,0.00,18.10,0,0.700,5.036,97.00,1.7700,24,666,20.2,396.90,25.68
394,Boston South Boston    ,80,601,-71.0167,42.2010,333.500,4673.850,13.8,13.8,8.64476,0.00,18.10,0,0.693,6.193,92.60,1.7912,24,666,20.2,396.90,15.17
395,Boston South Boston    ,80,602,-71.0200,42.1993,333.220,4673.670,12.7,12.7,13.35980,0.00,18.10,0,0.693,5.887,94.70,1.7821,24,666,20.2,396.90,16.35
396,Boston South Boston    ,80,603,-71.0220,42.1996,333.060,4673.700,13.1,13.1,8.71675,0.00,18.10,0,0.693,6.471,98.80,1.7257,24,666,20.2,391.98,17.12
397,Boston South Boston    ,80,604,-71.0260,42.1993,332.730,4673.680,12.5,12.5,5.87205,0.00,18.10,0,0.693,6.405,96.00,1.6768,24,666,20.2,396.90,19.37
398,Boston South Boston    ,80,605,-71.0250,42.2024,332.820,4674.020,8.5,8.5,7.67202,0.00,18.10,0,0.693,5.747,98.90,1.6334,24,666,20.2,393.10,19.92
399,Boston South Boston    ,80,606,-71.0230,42.2090,333.000,4674.750,5.0,5.0,38.35180,0.00,18.10,0,0.693,5.453,100.00,1.4896,24,666,20.2,396.90,30.59
400,Boston South Boston    ,80,607,-71.0330,42.2032,332.160,4674.120,6.3,6.3,9.91655,0.00,18.10,0,0.693,5.852,77.80,1.5004,24,666,20.2,338.16,29.97
401,Boston South Boston    ,80,608,-71.0326,42.2011,332.190,4673.890,5.6,5.6,25.04610,0.00,18.10,0,0.693,5.987,100.00,1.5888,24,666,20.2,396.90,26.77
402,Boston South Boston    ,80,609,-71.0300,42.2015,332.400,4673.930,7.2,7.2,14.23620,0.00,18.10,0,0.693,6.343,100.00,1.5741,24,666,20.2,396.90,20.32
403,Boston South Boston    ,80,610,-71.0300,42.1988,332.400,4673.630,12.1,12.1,9.59571,0.00,18.10,0,0.693,6.404,100.00,1.6390,24,666,20.2,376.11,20.31
404,Boston South Boston    ,80,612,-71.0332,42.1980,332.130,4673.550,8.3,8.3,24.80170,0.00,18.10,0,0.693,5.349,96.00,1.7028,24,666,20.2,396.90,19.77
405,Boston South Boston    ,80,613,-71.0345,42.2001,332.030,4673.780,8.5,8.5,41.52920,0.00,18.10,0,0.693,5.531,85.40,1.6074,24,666,20.2,329.46,27.38
406,Boston South Boston    ,80,614,-71.0320,42.2057,332.250,4674.400,5.0,5.0,67.92080,0.00,18.10,0,0.693,5.683,100.00,1.4254,24,666,20.2,384.97,22.98
407,Boston Downtown        ,81,702,-71.0390,42.2198,331.710,4675.980,11.9,11.9,20.71620,0.00,18.10,0,0.659,4.138,100.00,1.1781,24,666,20.2,370.22,23.34
408,Boston Downtown        ,81,703,-71.0427,42.2090,331.370,4674.790,27.9,27.9,11.95110,0.00,18.10,0,0.659,5.608,100.00,1.2852,24,666,20.2,332.09,12.13
409,Boston Downtown        ,81,705,-71.0437,42.2050,331.280,4674.350,17.2,17.2,7.40389,0.00,18.10,0,0.597,5.617,97.90,1.4547,24,666,20.2,314.64,26.40
410,Boston Downtown        ,81,706,-71.0455,42.2060,331.140,4674.460,27.5,27.5,14.43830,0.00,18.10,0,0.597,6.852,100.00,1.4655,24,666,20.2,179.36,19.78
411,Boston Downtown        ,81,707,-71.0462,42.2075,331.080,4674.630,15.0,15.0,51.13580,0.00,18.10,0,0.597,5.757,100.00,1.4130,24,666,20.2,2.60,10.11
412,Boston Downtown        ,81,708,-71.0487,42.2048,330.870,4674.330,17.2,17.2,14.05070,0.00,18.10,0,0.597,6.657,100.00,1.5275,24,666,20.2,35.05,21.22
413,Boston Downtown        ,81,709,-71.0470,42.2030,331.000,4674.130,17.9,17.9,18.81100,0.00,18.10,0,0.597,4.628,100.00,1.5539,24,666,20.2,28.79,34.37
414,Boston Downtown        ,81,710,-71.0451,42.2015,331.160,4673.960,16.3,16.3,28.65580,0.00,18.10,0,0.597,5.155,100.00,1.5894,24,666,20.2,210.97,20.08
415,Boston Roxbury         ,82,801,-71.0420,42.1985,331.400,4673.620,7.0,7.0,45.74610,0.00,18.10,0,0.693,4.519,100.00,1.6582,24,666,20.2,88.27,36.98
416,Boston Roxbury         ,82,802,-71.0455,42.1953,331.110,4673.270,7.2,7.2,18.08460,0.00,18.10,0,0.679,6.434,100.00,1.8347,24,666,20.2,27.25,29.05
417,Boston Roxbury         ,82,803,-71.0477,42.1965,330.930,4673.410,7.5,7.5,10.83420,0.00,18.10,0,0.679,6.782,90.80,1.8195,24,666,20.2,21.57,25.79
418,Boston Roxbury         ,82,805,-71.0498,42.2007,330.770,4673.880,10.4,10.4,25.94060,0.00,18.10,0,0.679,5.304,89.10,1.6475,24,666,20.2,127.36,26.64
419,Boston Roxbury         ,82,807,-71.0525,42.1989,330.540,4673.690,8.8,8.8,73.53410,0.00,18.10,0,0.679,5.957,100.00,1.8026,24,666,20.2,16.45,20.62
420,Boston Roxbury         ,82,808,-71.0586,42.1999,330.040,4673.810,8.4,8.4,11.81230,0.00,18.10,0,0.718,6.824,76.50,1.7940,24,666,20.2,48.45,22.74
421,Boston Roxbury         ,82,809,-71.0618,42.1990,329.770,4673.720,16.7,16.7,11.08740,0.00,18.10,0,0.718,6.411,100.00,1.8589,24,666,20.2,318.75,15.02
422,Boston Roxbury         ,82,810,-71.0650,42.2018,329.510,4674.030,14.2,14.2,7.02259,0.00,18.10,0,0.718,6.006,95.30,1.8746,24,666,20.2,319.98,15.70
423,Boston Roxbury         ,82,811,-71.0665,42.1970,329.380,4673.500,20.8,20.8,12.04820,0.00,18.10,0,0.614,5.648,87.60,1.9512,24,666,20.2,291.55,14.10
424,Boston Roxbury         ,82,812,-71.0619,42.1948,329.750,4673.250,13.4,13.4,7.05042,0.00,18.10,0,0.614,6.103,85.10,2.0218,24,666,20.2,2.52,23.29
425,Boston Roxbury         ,82,813,-71.0590,42.1920,329.980,4672.930,11.7,11.7,8.79212,0.00,18.10,0,0.584,5.565,70.60,2.0635,24,666,20.2,3.65,17.16
426,Boston Roxbury         ,82,814,-71.0577,42.1967,330.100,4673.450,8.3,8.3,15.86030,0.00,18.10,0,0.679,5.896,95.40,1.9096,24,666,20.2,7.68,24.39
427,Boston Roxbury         ,82,815,-71.0558,42.1937,330.250,4673.110,10.2,10.2,12.24720,0.00,18.10,0,0.584,5.837,59.70,1.9976,24,666,20.2,24.65,15.69
428,Boston Roxbury         ,82,816,-71.0542,42.1961,330.390,4673.380,10.9,10.9,37.66190,0.00,18.10,0,0.679,6.202,78.70,1.8629,24,666,20.2,18.82,14.52
429,Boston Roxbury         ,82,817,-71.0521,42.1940,330.560,4673.140,11.0,11.0,7.36711,0.00,18.10,0,0.679,6.193,78.10,1.9356,24,666,20.2,96.73,21.52
430,Boston Roxbury         ,82,818,-71.0485,42.1920,330.850,4672.910,9.5,9.5,9.33889,0.00,18.10,0,0.679,6.380,95.60,1.9682,24,666,20.2,60.72,24.08
431,Boston Roxbury         ,82,819,-71.0547,42.1890,330.330,4672.590,14.5,14.5,8.49213,0.00,18.10,0,0.584,6.348,86.10,2.0527,24,666,20.2,83.45,17.64
432,Boston Roxbury         ,82,820,-71.0505,42.1880,330.670,4672.470,14.1,14.1,10.06230,0.00,18.10,0,0.584,6.833,94.30,2.0882,24,666,20.2,81.33,19.69
433,Boston Roxbury         ,82,821,-71.0520,42.1854,330.540,4672.190,16.1,16.1,6.44405,0.00,18.10,0,0.584,6.425,74.80,2.2004,24,666,20.2,97.95,12.03
434,Boston Savin Hill      ,83,901,-71.0495,42.1815,330.740,4671.750,14.3,14.3,5.58107,0.00,18.10,0,0.713,6.436,87.90,2.3158,24,666,20.2,100.19,16.22
435,Boston Savin Hill      ,83,902,-71.0475,42.1842,330.910,4672.040,11.7,11.7,13.91340,0.00,18.10,0,0.713,6.208,95.00,2.2222,24,666,20.2,100.63,15.17
436,Boston Savin Hill      ,83,903,-71.0460,42.1867,331.040,4672.320,13.4,13.4,11.16040,0.00,18.10,0,0.740,6.629,94.60,2.1247,24,666,20.2,109.85,23.27
437,Boston Savin Hill      ,83,904,-71.0455,42.1893,331.090,4672.610,9.6,9.6,14.42080,0.00,18.10,0,0.740,6.461,93.30,2.0026,24,666,20.2,27.49,18.05
438,Boston Savin Hill      ,83,905,-71.0445,42.1917,331.180,4672.870,8.7,8.2,15.17720,0.00,18.10,0,0.740,6.152,100.00,1.9142,24,666,20.2,9.32,26.45
439,Boston Savin Hill      ,83,906,-71.0445,42.1938,331.190,4673.100,8.4,8.4,13.67810,0.00,18.10,0,0.740,5.935,87.90,1.8206,24,666,20.2,68.95,34.02
440,Boston Savin Hill      ,83,907,-71.0370,42.1940,331.810,4673.110,12.8,12.8,9.39063,0.00,18.10,0,0.740,5.627,93.90,1.8172,24,666,20.2,396.90,22.88
441,Boston Savin Hill      ,83,908,-71.0321,42.1925,332.210,4672.930,10.5,10.5,22.05110,0.00,18.10,0,0.740,5.818,92.40,1.8662,24,666,20.2,391.45,22.11
442,Boston Savin Hill      ,83,910,-71.0345,42.1850,331.990,4672.110,17.1,17.1,9.72418,0.00,18.10,0,0.740,6.406,97.20,2.0651,24,666,20.2,385.96,19.52
443,Boston Savin Hill      ,83,911,-71.0340,42.1890,332.040,4672.550,18.4,14.8,5.66637,0.00,18.10,0,0.740,6.219,100.00,2.0048,24,666,20.2,395.69,16.59
444,Boston Savin Hill      ,83,912,-71.0378,42.1892,331.730,4672.580,15.4,15.4,9.96654,0.00,18.10,0,0.740,6.485,100.00,1.9784,24,666,20.2,386.73,18.85
445,Boston Savin Hill      ,83,913,-71.0405,42.1920,331.510,4672.900,10.8,10.8,12.80230,0.00,18.10,0,0.740,5.854,96.60,1.8956,24,666,20.2,240.52,23.79
446,Boston Savin Hill      ,83,914,-71.0425,42.1890,331.340,4672.570,11.8,11.8,10.67180,0.00,18.10,0,0.740,6.459,94.80,1.9879,24,666,20.2,43.06,23.98
447,Boston Savin Hill      ,83,915,-71.0390,42.1868,331.620,4672.320,14.9,14.9,6.28807,0.00,18.10,0,0.740,6.341,96.40,2.0720,24,666,20.2,318.01,17.79
448,Boston Savin Hill      ,83,916,-71.0370,42.1840,331.780,4672.000,12.6,12.6,9.92485,0.00,18.10,0,0.740,6.251,96.60,2.1980,24,666,20.2,388.52,16.44
449,Boston Savin Hill      ,83,917,-71.0400,42.1820,331.530,4671.780,14.1,14.1,9.32909,0.00,18.10,0,0.713,6.185,98.70,2.2616,24,666,20.2,396.90,18.13
450,Boston Savin Hill      ,83,918,-71.0428,42.1845,331.300,4672.070,13.0,13.0,7.52601,0.00,18.10,0,0.713,6.417,98.30,2.1850,24,666,20.2,304.21,19.31
451,Boston Savin Hill      ,83,919,-71.0460,42.1810,331.030,4671.690,13.4,13.4,6.71772,0.00,18.10,0,0.713,6.749,92.60,2.3236,24,666,20.2,0.32,17.44
452,Boston Savin Hill      ,83,920,-71.0410,42.1795,331.440,4671.510,15.2,15.2,5.44114,0.00,18.10,0,0.713,6.655,98.20,2.3552,24,666,20.2,355.29,17.73
453,Boston Savin Hill      ,83,921,-71.0340,42.1790,332.010,4671.440,16.1,16.1,5.09017,0.00,18.10,0,0.713,6.297,91.80,2.3682,24,666,20.2,385.09,17.27
454,Boston Savin Hill      ,83,922,-71.0400,42.1770,331.510,4671.230,17.8,17.8,8.24809,0.00,18.10,0,0.713,7.393,99.30,2.4527,24,666,20.2,375.87,16.74
455,Boston Savin Hill      ,83,923,-71.0455,42.1768,331.060,4671.220,14.9,14.4,9.51363,0.00,18.10,0,0.713,6.728,94.10,2.4961,24,666,20.2,6.68,18.71
456,Boston Savin Hill      ,83,924,-71.0510,42.1780,330.610,4671.360,14.1,14.1,4.75237,0.00,18.10,0,0.713,6.525,86.50,2.4358,24,666,20.2,50.92,18.13
